Pregunta,Respuesta
"¿Qué derechos tienen los representantes estudiantiles, docentes y graduados según el artículo 25?","Los derechos incluyen emitir opiniones y recomendaciones sobre planes de estudios, gestión académica, servicios educativos y políticas de desarrollo universitario, y ser escuchados en las reuniones del Comité de la Comunidad Universitaria."
"¿Cuáles son los deberes y derechos de los voceros según el artículo 26?","Los deberes de los voceros incluyen recoger ideas y percepciones académicas, representar a su carrera o dirección en eventos, transmitir información oficial, respetar la confidencialidad de la información y fomentar el respeto comunitario. Los derechos incluyen informar y proponer mejoras académicas y de vida universitaria, y ser escuchados por los representantes estudiantiles y decanos."
"¿Qué restricciones tienen los representantes de estudiantes respecto a funciones pagadas por UTEC?","Los representantes de estudiantes están impedidos de ejercer cualquier función pagada por UTEC durante su representación y hasta un año después de finalizarla, excepto en el caso de ser jefe de práctica o asistente de docencia o investigación."
"¿Qué sucede en caso de renuncia o impedimento permanente de un representante?","En caso de renuncia, impedimento permanente, aplicación de sanción disciplinaria o separación de UTEC de cualquier representante, el suplente asumirá la representatividad."
"¿Qué ocurre si no se inscribe ninguna lista para representantes o voceros?","Si no se inscribe ninguna lista para ser elegida como representantes o voceros, la Dirección General podrá designar a los representantes correspondientes."
"¿Cuál es el objeto del reglamento de pagos de la Escuela de Posgrado?","Establece las condiciones generales, términos y disposiciones que regulan los pagos de los programas de estudios de maestrías y programas de formación continua."
"¿A quiénes aplica el reglamento de pagos?","Aplica a todos los estudiantes de la Escuela de Posgrado, así como a los responsables del pago del derecho de matrícula y otros conceptos."
"¿Qué son los Programas de Formación Continua según el reglamento?","Son estudios cortos de perfeccionamiento profesional en áreas específicas que buscan actualizar los conocimientos teóricos y prácticos o desarrollar habilidades y competencias."
"¿Cuál es el procedimiento para el derecho de matrícula en los programas de posgrado?","El derecho de matrícula es un valor económico que se paga al inscribirse, no sujeto a reajuste o devolución, y es indispensable para la matrícula."
"¿Qué sucede en caso de abandono de asignatura o ciclo académico?","En caso de abandono sin aceptación formal de retiro, el estudiante asume consecuencias académicas y económicas, incluyendo la desaprobación y obligación de pagar todas las cuotas del ciclo en abandono."
"¿Cuáles son los tipos de programas de posgrado ofrecidos?","Los tipos incluyen Programas de Formación Continua, Diplomados de Posgrado, Maestrías de Especialización y Maestrías de Investigación."
"¿Qué implica el derecho de matrícula y cuáles son sus condiciones?","Es un valor económico pagado al inscribirse, no sujeto a reajuste ni devolución, y es esencial para matricularse en el programa elegido."
"¿Qué establece el vínculo jurídico de la matrícula?","El pago del derecho de matrícula genera un vínculo formal y voluntario entre el estudiante y UTEC, con obligaciones mutuas."
"¿Cómo se gestiona el abandono de asignaturas o ciclos académicos?","El abandono implica desaprobar y continuar obligado a pagar todas las cuotas del ciclo, con aplicación de intereses moratorios."
"¿Cuál es el procedimiento y las consecuencias del retiro de asignaturas o ciclos académicos?","El retiro requiere pagar una tasa y presentar requisitos establecidos, manteniendo las obligaciones de pago asumidas al momento de la matrícula."
"¿Cómo se define el reingreso a los programas de estudios de posgrado?","El reingreso está sujeto a las nuevas condiciones económicas vigentes al momento de reingreso."
"¿Qué implica la recuperación de una asignatura en los programas de posgrado?","Implica cancelar un porcentaje del costo de la asignatura, definido por la escuela al momento de solicitar la reincorporación."
"¿Cuáles son las consecuencias de abandonar un Programa de Formación Continua?","El estudiante asume consecuencias académicas de desaprobación, obligación de pagar el monto del programa en curso y no recibe certificación o diploma."
"¿Qué condiciones económicas se aplican al retirarse de un Programa de Formación Continua?","La devolución del costo de matrícula varía según el momento del retiro: 75% si es hasta 10 días hábiles antes del inicio, 50% si es hasta 1 día hábil antes, y no hay devolución una vez iniciadas las clases."
"¿Qué establece el artículo sobre el sistema de pagos en el reglamento?","Establece que los estudiantes están obligados a pagar por los servicios educativos, con cuotas calculadas según el programa y sujeta a interés."
"¿Cómo se manejan los comprobantes de pago según el reglamento?","Se emiten boletas electrónicas a nombre del estudiante, enviadas al correo institucional después de cinco días hábiles de ser emitidas."
"¿Cuáles son las modalidades de pago establecidas en el reglamento?","Incluyen pago directo, indirecto o por auspicios, becas, financiamiento con UTEC y financiamiento externo."
"¿Cómo se gestiona la oportunidad de pago de las cuotas?","El vencimiento de las cuotas se informa al correo institucional del estudiante y deben pagarse en las fechas establecidas."
"¿Qué se considera un pago debidamente efectuado?","Los pagos realizados oportunamente en las cuentas bancarias de UTEC, informadas a través de diferentes instrumentos de comunicación."
"¿Qué consecuencias enfrenta un estudiante por mora automática?","Genera intereses moratorios sobre cuotas vencidas, calculados diariamente hasta el día del pago."
"¿Qué sucede con los estudiantes que reingresan a la Escuela de Posgrado?","Los estudiantes que reingresan estarán sujetos a las nuevas condiciones económicas vigentes en el momento de su reingreso."
"¿Cómo se maneja la recuperación de asignaturas en los programas de estudios de maestrías?","Para recuperar una asignatura, el estudiante debe cancelar un porcentaje del costo de la asignatura, que será definido por la escuela al presentar la solicitud de reincorporación."
"¿Cuáles son las consecuencias del abandono en los Programas de Formación Continua?","El estudiante enfrenta consecuencias académicas de desaprobación y económicas, como la obligación de pagar el monto del programa en curso, y no recibe certificación o diploma."
"¿Qué condiciones económicas aplican al retirarse de un Programa de Formación Continua?","Si el retiro es hasta 10 días hábiles antes del inicio, se devuelve el 75% de la matrícula; hasta 1 día hábil antes, el 50%; una vez iniciadas las clases, no hay devolución."
"¿Cómo se define el sistema de pagos en el reglamento?","El sistema de pagos obliga a los estudiantes a pagar por los servicios educativos, con cuotas calculadas según el programa y sujetas a interés."
"¿Qué tipo de comprobante se emite por los pagos realizados?","Se emiten boletas electrónicas a nombre del estudiante, enviadas al correo institucional después de cinco días hábiles de ser emitidas."
"¿Cuáles son las modalidades de pago establecidas por UTEC?","Las modalidades incluyen pago directo, indirecto, becas, financiamiento con UTEC y financiamiento externo."
"¿Cómo se informa a los estudiantes sobre la oportunidad de pago de las cuotas?","El vencimiento de las cuotas se informa al correo institucional del estudiante y deben pagarse en las fechas establecidas."
"¿Qué se considera un pago efectuado correctamente?","Un pago realizado oportunamente en las cuentas bancarias de UTEC, informadas a través de diferentes medios de comunicación."
"¿Cuáles son las consecuencias de la mora automática para un estudiante?","La mora automática genera intereses moratorios sobre las cuotas vencidas, calculados diariamente hasta el día del pago."
"¿Qué objetivo tiene UTEC con la exploración de nuevos formatos y tecnologías para el aprendizaje?","UTEC busca entender cómo se plantea la educación del futuro y los retos de la sociedad cambiante."
"¿Cuál es el enfoque de la Escuela de Posgrado de UTEC?","Ofrece maestrías de especialización, investigación y programas de formación continua, combinando aprendizaje virtual y presencial."
"¿Qué tipo de formación busca UTEC para sus estudiantes?","UTEC apunta a una formación integral, centrada en ser más humanos, globales, competentes, con habilidades interpersonales y competencia digital."
"¿Cómo se caracteriza el modelo educativo 2021+ de UTEC?","Enfatiza la necesidad de experimentar y realizar proyectos, con un dominio profundo de los fundamentos y promoción de la multidisciplinariedad."
"¿Qué importancia tiene el aprender a aprender en la estrategia educativa de UTEC?","Es fundamental para adaptarse rápidamente en un mundo global y conectado, impulsado por tecnologías como Big Data e Internet de las Cosas."
"¿Cómo se desarrollan las habilidades de resolución de problemas en UTEC?","A través de proyectos interdisciplinarios que integran conocimientos de diferentes campos y enfocan en la solución de desafíos locales y globales."
"¿Qué experiencia ofrece el programa 'Real Life Experience' en UTEC?","Permite a los estudiantes explorar intereses profesionales trabajando en la industria o investigación, preparándolos para desafíos profesionales y personales."
"¿Qué ofrecen los Electivos Libres en UTEC?","Permiten a los estudiantes especializarse más en su campo, obtener certificaciones interdisciplinarias o explorar una variedad de temas educativos."
"¿Cuál es el enfoque de las Certificaciones Interdisciplinarias en UTEC?","Ofrecen la oportunidad de obtener certificaciones adicionales en campos distintos a la especialización principal del estudiante."
"¿Qué se busca con el requisito del dominio del inglés en UTEC?","Preparar a los estudiantes para afrontar retos globales y formar parte de un mercado laboral diverso y en crecimiento."
"¿Cómo contribuye el programa de servicio social de UTEC a la formación de los estudiantes?","El programa busca que los estudiantes apliquen sus conocimientos en la práctica y desarrollen una conciencia social y ética."
"¿Qué tipo de proyectos educativos y de investigación promueve UTEC?","UTEC diseña programas que impulsan el desarrollo académico en Perú y fomentan la colaboración en iniciativas vivenciales con comunidades locales."
"¿Qué competencias esenciales desarrolla UTEC en sus estudiantes?","Incluye conocimientos en tecnología, análisis y diseño de soluciones, habilidades de comunicación, liderazgo en innovación, enfoque en emprendimiento y sensibilidad social y ética."
"¿Cuál es la metodología educativa I+ en UTEC?","Integra conocimientos especializados con humanidades, competencias de gestión, liderazgo, enfoque tecnológico y desarrollo profesional."
"¿Cómo se facilita el aprendizaje activo y global en UTEC?","A través de sesiones de clase que involucran a los estudiantes en la resolución de problemas, estudios de casos y proyectos integradores."
"¿Qué papel juega la investigación en la formación de UTEC?","Es esencial para enfrentar desafíos actuales y futuros, con programas como Proyectos Interdisciplinarios, Real Life Experience y Proyecto de Tesis."
"¿Cómo están equipados los laboratorios especializados de UTEC?","Con tecnología de última generación en áreas especializadas para el análisis y desarrollo de procesos de producción, entre otros."
"¿Qué es UTEC Ventures y cómo contribuye al emprendimiento?","Es un programa de emprendimiento tecnológico que ofrece bootcamps, cursos y eventos para desarrollar el potencial emprendedor de los alumnos."
"¿Qué ofrece UTEC Garage a los estudiantes?","Un laboratorio de prototipado que fomenta la experimentación y el aprendizaje activo, con herramientas para materializar ideas y validar diseños."
"¿Cómo se enfoca UTEC en el aprendizaje virtual?","Mediante una educación online síncrona, dinámica y activa, con acceso a materiales y laboratorios virtuales."
"¿Qué caracteriza al modelo blended de aprendizaje de UTEC?","Combina clases presenciales y no presenciales con sesiones dinámicas y multidireccionales, apoyadas en tecnologías avanzadas."
"¿Cómo se promueve el acompañamiento a estudiantes en UTEC?","A través de programas como Peer Mentoring, PARA, Programa Becados, One to One Coaching, y apoyo en salud mental."
"¿Qué oportunidades globales ofrece UTEC a sus estudiantes?","Incluyen programas de doble grado, intercambios internacionales, proyectos en el extranjero, y pasantías internacionales."
"¿Cómo se promueve la vida universitaria en UTEC?","Mediante actividades profesionales, culturales, recreativas, y exploratorias, además de eventos como la Semana Universitaria y deportes."
"¿Qué enfoca el modelo educativo de UTEC?","Se basa en un enfoque competencial que integra educación presencial y mixta, remodelando la educación del futuro con un perfil integrador e innovador."
"¿Qué busca UTEC con la adopción de nuevos formatos y tecnologías para el aprendizaje?","UTEC busca explorar la educación del futuro y enfrentar los retos de la sociedad cambiante, manteniéndose como una propuesta educativa innovadora."
"¿Cómo se enfoca UTEC en formar líderes globales?","UTEC se enfoca en formar líderes globales adaptándose a las tendencias del mercado y ofreciendo educación moderna y continua en un entorno de aprendizaje que combina lo virtual y presencial."
"¿Qué tipo de formación integral ofrece UTEC a sus estudiantes?","UTEC ofrece una formación integral que desarrolla en los estudiantes habilidades humanas, globales, competencias interpersonales y preparación en competencia digital."
"¿Cuál es el enfoque del Modelo Educativo 2021+ de UTEC?","Este modelo enfatiza la experimentación y realización de proyectos, promoviendo la multidisciplinariedad y el entendimiento crítico del entorno."
"¿Qué importancia tiene el aprendizaje de 'cómo aprender' en UTEC?","Es fundamental para adaptarse y cambiar rápidamente en un mundo acelerado y globalmente conectado, formando estudiantes capaces de enfrentar desafíos complejos."
"¿Cómo contribuyen los Proyectos Interdisciplinarios a la formación en UTEC?","Los Proyectos Interdisciplinarios integran conocimientos de distintos campos para desarrollar habilidades críticas y fomentar la resolución creativa de problemas."
"¿En qué consiste la experiencia 'Real Life Experience' en UTEC?","Es una experiencia práctica donde los estudiantes trabajan en la industria o investigación, desarrollando una narrativa personal y metas profesionales."
"¿Qué ofrecen los Electivos Libres en UTEC?","Permiten especializarse más en un campo elegido, obtener certificaciones interdisciplinarias o explorar una variedad de temas educativos."
"¿Cómo fomenta UTEC las competencias globales en sus estudiantes?","UTEC ofrece oportunidades para analizar desafíos globales, participar en interacciones interculturales y emprender acciones responsables por el bienestar colectivo y desarrollo sostenible."
"¿Qué caracteriza a los laboratorios especializados de UTEC?","Están equipados con tecnología avanzada en áreas especializadas para fomentar el pensamiento crítico y la visión multidisciplinaria."
"¿Qué es UTEC Ventures y qué ofrece?","UTEC Ventures es un programa de emprendimiento tecnológico que ofrece bootcamps, cursos, y una incubadora para desarrollar el potencial emprendedor de los alumnos."
"¿Cómo se define el aprendizaje virtual en UTEC?","El aprendizaje virtual en UTEC se basa en educación online síncrona, dinámica y activa, con un enfoque en la interacción y el acceso a recursos complementarios."
"¿Qué enfoque tiene el modelo blended de aprendizaje en UTEC?","Combina clases presenciales y no presenciales, con sesiones dinámicas y multidireccionales, apoyadas en tecnologías avanzadas para un aprendizaje activo y eficiente."
"¿Cuál es el propósito del Reglamento de Pensiones?","Establecer las condiciones generales, términos y disposiciones que regulan el Sistema de Pensiones de los estudiantes de la Universidad de Ingeniería y Tecnología."
"¿A quiénes se aplica este reglamento?","Aplica a todos los estudiantes de pregrado de UTEC, a los egresados y a los responsables del pago del derecho de matrícula, las pensiones de estudio y otros conceptos."
"¿Cómo se define el 'Ciclo Académico' en este reglamento?","Es el periodo académico de clases de 16 semanas. En cada año se establecen dos periodos académicos regulares."
"¿Qué es el 'Derecho de matrícula' según el reglamento?","Es el valor económico que paga el estudiante cada vez que se inscribe en UTEC para estudiar durante un ciclo académico regular o extraordinario."
"¿Qué consecuencias tiene el abandono de un ciclo académico en UTEC?","El estudiante y su responsable de pago adquieren la calidad de deudor de UTEC respecto a todas las cuotas del ciclo académico en abandono y las demás obligaciones impagas."
"¿Qué implica el pago del derecho de matrícula en términos de vínculo jurídico?","Genera un vínculo jurídico formal y voluntario entre el estudiante y UTEC, por el cual UTEC se obliga a proporcionar el servicio educativo y el estudiante a cumplir con los pagos y otras obligaciones."
"¿Qué sucede si un estudiante se retira de una asignatura o del ciclo académico?","Si el retiro ocurre durante la primera semana del ciclo, se recalculan las obligaciones de pago. Pasada esta semana, las obligaciones permanecen inalterables. El retiro de UTEC conlleva el pago de cuotas vencidas hasta el momento del trámite de retiro."
"¿Cómo se calcula la pensión de un ciclo académico en UTEC?","Se calcula en base a la cantidad de créditos matriculados y el valor monetario por crédito según la escala de pago asignada en el ciclo académico."
"¿Qué sucede si un estudiante incumple con los pagos en UTEC?","El estudiante y/o el responsable de pago incurrirán en mora automática, generando intereses moratorios sobre el monto de la cuota de pago vencida, calculados diariamente hasta el día del pago."
"¿Qué otras consecuencias enfrenta un estudiante con deudas en UTEC?","El estudiante con deudas no podrá obtener certificados o documentos académicos, realizar procesos de matrícula en ciclos académicos futuros, ni iniciar trámites para obtener grados académicos hasta que cancele su deuda."
"¿Qué es el derecho de matrícula en UTEC?","El derecho de matrícula es el valor económico que paga el estudiante cada vez que se inscribe en UTEC para estudiar durante un ciclo académico regular o extraordinario. Este importe no está sujeto a reajuste ni a fraccionamiento y no es reembolsable&#8203;``【oaicite:7】``&#8203;."
"¿Cuáles son los requisitos para matricularse en UTEC?","Para matricularse en UTEC es necesario pagar la totalidad del derecho de matrícula y la primera cuota de la pensión del ciclo académico. Además, los estudiantes o los responsables de pago no deben tener deudas vencidas con UTEC, excepto en el caso de estudiantes con Crédito Educativo&#8203;``【oaicite:6】``&#8203;."
"¿Qué implica el pago del derecho de matrícula en términos de obligaciones para el estudiante y UTEC?","El pago del derecho de matrícula crea un vínculo jurídico formal y voluntario entre el estudiante y UTEC. UTEC se compromete a proporcionar el servicio educativo, mientras que el estudiante y el responsable de pago deben cumplir con los deberes de pago y otras obligaciones según el reglamento y documentos aplicables&#8203;``【oaicite:5】``&#8203;."
"¿Qué constituye el abandono de un ciclo académico en UTEC?","El abandono se da cuando un estudiante matriculado en UTEC deja de asistir a clases sin una aceptación formal de retiro por parte de UTEC. Esto resulta en que el estudiante y su responsable de pago se conviertan en deudores de UTEC por todas las cuotas del ciclo académico y otras obligaciones impagas&#8203;``【oaicite:4】``&#8203;."
"¿Cuáles son las consecuencias económicas del retiro de una asignatura o del ciclo académico en UTEC?","Si el retiro ocurre en la primera semana, se recalculan las obligaciones de pago. Después de la primera semana, las obligaciones permanecen inalterables. En caso de retiro del ciclo académico, no se reembolsa el derecho de matrícula ni la primera cuota de pensión, y se deben pagar las cuotas vencidas hasta el momento del trámite de retiro&#8203;``【oaicite:3】``&#8203;."
"¿Cómo se calcula la pensión de un ciclo académico en UTEC?","La pensión de un ciclo académico en UTEC se calcula en base a la cantidad de créditos matriculados por el estudiante y el valor monetario por crédito según la escala de pago asignada en ese ciclo académico&#8203;``【oaicite:2】``&#8203;."
"¿Cómo se fija y comunica el valor del crédito académico en UTEC?","El valor del crédito académico se fija anualmente y se informa antes del proceso de matrícula a través de los medios de comunicación de UTEC. UTEC tiene la facultad de modificar este valor y lo comunicará oportunamente&#8203;``【oaicite:1】``&#8203;."
"¿Cómo se determinan las escalas de pago en UTEC?","Las escalas de pago en UTEC se comunican antes del primer proceso de matrícula. Cada estudiante es categorizado en una escala según su colegio de procedencia, y esta categorización se informa a través de la ficha informativa del estudiante&#8203;``【oaicite:0】``&#8203;."
"¿Cuáles son las modalidades de pago establecidas en UTEC?","UTEC establece las siguientes modalidades de pago: Pago Directo, donde el estudiante o su responsable asumen el compromiso de pago completo; Pago Indirecto o por Auspicios, con un tercero asumiendo el compromiso de pago; Crédito Educativo, para estudiantes de la escala de pago más baja; y Beca, que puede exonerar total o parcialmente de la matrícula y/o pensión de estudios&#8203;``【oaicite:9】``&#8203;."
"¿Cómo se pueden realizar los pagos de la pensión de estudios en UTEC?","La pensión de estudios en UTEC se puede pagar por adelantado o en cinco cuotas. Hay un descuento por pronto pago si se cancela en la primera semana de clases. Las cuotas deben pagarse según el cronograma establecido, y el incumplimiento generará intereses moratorios&#8203;``【oaicite:8】``&#8203;."
"¿Qué se considera como un pago debidamente efectuado en UTEC?","Un pago se considera debidamente efectuado en UTEC cuando se realiza oportunamente en las cuentas bancarias de UTEC, las cuales son informadas a través de los diferentes instrumentos de comunicación de UTEC&#8203;``【oaicite:7】``&#8203;."
"¿Qué implica la mora automática en el contexto del reglamento de UTEC?","La mora automática ocurre cuando un estudiante o su responsable de pago no cumplen con los pagos en las fechas establecidas, generando deudas con UTEC y acumulando intereses moratorios diarios hasta el día del pago&#8203;``【oaicite:6】``&#8203;."
"¿Cuáles son las consecuencias del incumplimiento de pago en UTEC?","El incumplimiento de pago en UTEC implica que no se entregará ningún certificado o constancia al estudiante deudor, no podrá matricularse en asignaturas futuras, y UTEC puede informar a las Centrales de Riesgo, tercerizar la cobranza o transferir los derechos de cobro&#8203;``【oaicite:5】``&#8203;."
"¿Qué restricciones enfrentan los egresados con deudas en UTEC?","Los egresados con deudas en UTEC no podrán solicitar certificados de estudios, constancias de egreso, ni iniciar trámites para obtener grados académicos hasta que no acrediten no tener deudas, excepto aquellos con créditos educativos no vencidos&#8203;``【oaicite:4】``&#8203;."
"¿Es posible la devolución de pagos realizados a UTEC?","No hay devolución de los pagos realizados a UTEC salvo excepciones expresas en el reglamento o en otro documento formal de UTEC&#8203;``【oaicite:3】``&#8203;."
"¿Desde cuándo está vigente el reglamento de pensiones de UTEC?","El reglamento de pensiones de UTEC está vigente desde el 12 de abril de 2021&#8203;``【oaicite:2】``&#8203;."
"¿Cómo se comunican las modificaciones al reglamento de pensiones de UTEC?","Las modificaciones al reglamento de pensiones de UTEC se comunican a todos los estudiantes, egresados y beneficiarios de crédito educativo a través del sistema virtual de UTEC&#8203;``【oaicite:1】``&#8203;."
"¿Cómo se resuelven las situaciones no previstas en el reglamento de UTEC?","Las situaciones no previstas en el reglamento de UTEC, así como los conflictos de interpretación, son resueltos por el Director de Administración y Finanzas de UTEC&#8203;``【oaicite:0】``&#8203;."
"¿Qué es una mora automática según el reglamento de UTEC?","La mora automática en UTEC se produce cuando un estudiante o su responsable de pago no cumplen con los pagos en las fechas establecidas. Esto genera una deuda con UTEC, la cual acumula intereses moratorios diarios hasta el día del pago&#8203;``【oaicite:4】``&#8203;."
"¿Qué otras consecuencias se enfrentan por el incumplimiento de pago en UTEC?","Las consecuencias del incumplimiento de pago en UTEC incluyen la no entrega de certificados o constancias del ciclo no pagado, la imposibilidad de realizar matrículas futuras, y la posibilidad de que UTEC informe a las Centrales de Riesgo y tercerice la cobranza&#8203;``【oaicite:3】``&#8203;."
"¿Cuáles son las restricciones para los egresados con deudas en UTEC?","Los egresados con deudas en UTEC no pueden solicitar certificados de estudios, constancias de egreso, ni iniciar trámites para obtener grados académicos hasta que no acrediten estar al día en sus pagos, excepto aquellos con créditos educativos no vencidos&#8203;``【oaicite:2】``&#8203;."
"¿Se pueden devolver los pagos realizados a UTEC?","No se pueden devolver los pagos realizados a UTEC, salvo excepciones expresas en el reglamento o en otros documentos formales de UTEC&#8203;``【oaicite:1】``&#8203;."
"¿Cuándo entró en vigencia el reglamento de pensiones de UTEC?","El reglamento de pensiones de UTEC entró en vigencia desde el 12 de abril de 2021&#8203;``【oaicite:0】``&#8203;."
"¿Cuál es el objeto del reglamento de la Biblioteca de la Universidad de Ingeniería y Tecnología?","Regula las condiciones de uso de los recursos y servicios de la Biblioteca, así como las obligaciones, derechos y sanciones de los usuarios."
"¿Quiénes están obligados a cumplir el reglamento de la Biblioteca de la Universidad de Ingeniería y Tecnología?","Estudiantes, docentes, personal administrativo y autoridades de la Universidad de Ingeniería y Tecnología."
"¿Qué se entiende por 'Ciclo Académico' según el reglamento?","Es el periodo académico de clases de 16 semanas, con dos periodos académicos regulares al año."
"¿Quiénes son considerados usuarios de la Biblioteca?","Estudiantes de pregrado y postgrado, egresados, docentes, investigadores y personal administrativo de la Universidad, y estudiantes de otras instituciones con requisitos cumplidos."
"¿Qué documentación se requiere para acceder a los servicios de la Biblioteca?","Estudiantes y personal deben presentar su carné o documento de identidad. Egresados y estudiantes de otras instituciones solo deben presentar su documento de identidad."
"¿Cómo funciona el servicio de estantería abierta y lectura en sala en la Biblioteca?","Se permite acceso directo a la colección de libros, excepto colección audiovisual, y los materiales consultados deben dejarse en la estantería móvil."
"¿Cuáles son los parámetros para el préstamo de libros a domicilio?","La colección de libros está disponible para préstamo a domicilio, pero las revistas y periódicos solo para consulta en sala."
"¿Cómo se realiza la renovación de préstamos de libros?","Debe realizarse desde dos días antes o el mismo día de vencimiento hasta las 11:59 pm vía web, y no es posible renovar préstamos vencidos."
"¿Qué se necesita para usar las salas de estudio y computadoras de la Biblioteca?","Las salas y computadoras son para uso educativo exclusivo de estudiantes de UTEC y requieren reserva y validación presencial."
"¿Cómo se gestionan las reservas en línea para las salas de estudio y computadoras?","Las reservas se realizan con un día de anticipación máximo y hasta diez minutos antes del inicio de la hora solicitada vía web."
"¿Qué cantidad máxima de libros pueden pedir prestados los estudiantes de pregrado de UTEC?","Los estudiantes de pregrado de UTEC pueden pedir prestados hasta 2 libros a la vez."
"¿Por cuántos días hábiles se pueden prestar libros a los estudiantes de maestrías de UTEC?","Los estudiantes de maestrías de UTEC pueden prestar libros por 15 días hábiles."
"¿Qué servicios pueden utilizar los egresados de UTEC en la biblioteca?","Los egresados tienen acceso a los servicios de la Biblioteca excepto al préstamo a domicilio y salas de estudio."
"¿Cómo pueden acceder estudiantes de otras instituciones a los servicios de la Biblioteca?","Estudiantes de otras instituciones pueden acceder previa solicitud y presentación de una carta de su institución."
"¿Qué servicios ofrece la Biblioteca a las personas con discapacidad?","Ofrece servicios como asesoramiento personalizado, acceso a libros y revistas en formato de audio, y préstamo a domicilio a distancia."
"¿Qué deben hacer los usuarios al devolver material bibliográfico prestado?","Deben verificar que el material haya sido registrado por el personal de la biblioteca."
"¿Qué sanciones se aplican por no devolver un libro a tiempo?","Se aplica una penalidad de S/ 3.00 por día hábil de retraso y por libro."
"¿Qué pasa si un usuario pierde o deteriora material bibliográfico?","Se genera una boleta con el costo del libro más S/ 15.00 por gastos administrativos y se suspende en el sistema de préstamos hasta la reposición."
"¿Qué se considera una falta leve según el reglamento?","Una falta leve incluye acciones como fomentar desorden, hablar por teléfono en la sala de lectura, o consumir alimentos en la biblioteca."
"¿Cuál es el procedimiento en caso de detectar una falta o infracción?","El usuario debe identificarse y entregar su carné al personal de la Biblioteca. En caso de negativa se solicita apoyo del personal de seguridad."
"¿Qué recursos ofrece la biblioteca para el aprendizaje remoto?","La biblioteca ofrece recursos electrónicos accesibles desde su página web, incluyendo e-books, journals y casos de estudio."
"¿Cómo pueden acceder los miembros de UTEC a los recursos electrónicos de la biblioteca?","Los miembros de UTEC con cuenta institucional activa pueden acceder ingresando con su correo y contraseña."
"¿Se ofrecen talleres de formación en la biblioteca?","Sí, la biblioteca organiza talleres de formación para desarrollar habilidades informativas en búsqueda y recuperación de información."
"¿Qué servicios ofrece la biblioteca a los egresados de UTEC?","Los egresados tienen acceso a los servicios de la Biblioteca, excepto al préstamo a domicilio y salas de estudio."
"¿Cómo pueden acceder estudiantes de otras instituciones a los servicios de la biblioteca?","Estudiantes de otras instituciones pueden acceder previa solicitud y presentación de una carta de su institución."
"¿Qué apoyo ofrece la biblioteca a las personas con discapacidad?","La biblioteca ofrece servicios personalizados, acceso a libros y revistas en formato de audio y préstamo a domicilio a distancia."
"¿Cuáles son las responsabilidades del usuario sobre el material bibliográfico?","Los usuarios son responsables de registrar el préstamo del material, revisar su estado, conservarlo en buen estado y devolverlo a tiempo."
"¿Qué se considera una falta en la biblioteca?","Las faltas incluyen acciones como fomentar desorden, hablar por teléfono en la sala de lectura y consumir alimentos en la biblioteca."
"¿Qué constituye una infracción leve en la biblioteca?","Infracciones leves incluyen el uso no adecuado de las salas de estudio o computadoras y no devolver los materiales a tiempo."
"¿Qué tipo de sanciones se aplican ante faltas o infracciones en la biblioteca?","Las sanciones varían desde amonestaciones verbales hasta la suspensión de servicios de la biblioteca y procesos disciplinarios."
"¿Qué tipo de recursos electrónicos ofrece la biblioteca?","La biblioteca ofrece colecciones de e-books, journals y casos de estudio disponibles de manera remota."
"¿Cómo pueden solicitar los estudiantes asesoría personalizada en el uso de recursos electrónicos?","Los estudiantes pueden solicitar asesoría personalizada al personal de la Biblioteca para el uso de recursos electrónicos."
"¿Qué objetivo tiene la formación de usuarios en la biblioteca?","El objetivo es desarrollar habilidades informativas para la búsqueda y recuperación de la información."
"¿Qué servicios adicionales se ofrecen a los egresados de UTEC?","Los egresados tienen acceso a los servicios de la Biblioteca, excepto al préstamo a domicilio y salas de estudio."
"¿Cómo pueden acceder estudiantes de otras instituciones a los servicios de la biblioteca?","Estudiantes de otras instituciones pueden acceder previa solicitud y presentación de una carta de su institución."
"¿Qué servicios se ofrecen a personas con discapacidad en la biblioteca?","Se ofrecen servicios como asesoramiento personalizado, libros y revistas en formato de audio, y préstamo a domicilio a distancia."
"¿Cuál es el procedimiento para ampliar los días de préstamo para usuarios con discapacidad?","Usuarios con discapacidad pueden acceder al préstamo a domicilio de documentos por el doble de los días establecidos."
"¿Cómo se manejan las renovaciones a larga distancia en la biblioteca?","Los usuarios pueden solicitar la renovación del material prestado a domicilio vía telefónica, chat o correo."
"¿Qué responsabilidades tiene el usuario sobre el material bibliográfico?","El usuario es responsable de registrar el préstamo, revisar el estado, conservar en buen estado y devolver el material a tiempo."
"¿Qué se considera una falta en la biblioteca?","Faltas incluyen acciones como fomentar desorden, hablar por teléfono en la sala de lectura y consumir alimentos en la biblioteca."
"¿Cómo pueden los usuarios acceder a los recursos electrónicos de la biblioteca?","Los miembros de UTEC con cuenta institucional activa pueden acceder a los recursos electrónicos ingresando con su correo y contraseña."
"¿Qué tipo de talleres ofrece la biblioteca para desarrollar habilidades informativas?","La biblioteca organiza talleres de formación de usuarios para desarrollar habilidades informativas en la búsqueda y recuperación de información."
"¿Qué servicios están disponibles para los egresados de UTEC en la biblioteca?","Los egresados tienen acceso a los servicios de la Biblioteca, excepto al préstamo a domicilio y salas de estudio."
